age,income,credit_score,account_balance,transaction_amount,region,customer_segment,product_type,device,churn
32,77596,740,4906.38986609002,38.679366761420006,South,Premium,Type_A,Tablet,0
55,41220,681,14505.360168539695,169.86434504702598,North,Standard,Type_B,Mobile,0
41,66931,790,428.30540846637246,120.67489790244521,East,Premium,Type_C,Mobile,0
25,24571,674,578.991823235691,3.738370708160014,East,Standard,Type_D,Desktop,0
31,12918,657,9284.34346555419,83.99332560956316,North,Basic,Type_C,Tablet,0
24,22346,715,580.3874365945577,8.088174641275389,West,Standard,Type_A,Desktop,0
33,40266,744,200.85774590862863,72.22028343991187,North,Basic,Type_A,Desktop,1
33,34993,806,2138.0212596773895,162.10270820150723,West,Basic,Type_A,Mobile,0
42,58743,780,3143.410981770717,120.49994471405965,South,Basic,Type_A,Mobile,0
42,17277,759,4213.394482610944,62.23099906222994,East,Standard,Type_A,Mobile,0
38,17447,665,3539.276407261613,93.52933891708115,North,Basic,Type_A,Tablet,0
38,53164,664,12219.854117841429,47.04564858583444,South,Standard,Type_A,Mobile,0
45,17712,656,7319.509024105113,26.10794135907658,West,Standard,Type_C,Mobile,1
32,31717,692,20616.886575528,44.25016232708766,South,Basic,Type_B,Tablet,0
18,36764,604,3235.665504323369,151.3204212550233,West,Basic,Type_C,Mobile,0
56,26232,768,440.49407566756315,183.56863034913007,East,Standard,Type_A,Desktop,1
25,48481,648,15564.774662327167,156.8705018019531,West,Basic,Type_B,Desktop,0
41,12952,642,20.608219528210604,144.90271618201265,West,Standard,Type_A,Mobile,0
31,90759,679,7482.689761133039,31.82781529725998,South,Standard,Type_B,Desktop,0
48,30789,632,158.90881441792965,66.76406955916552,East,Premium,Type_B,Tablet,1
25,33351,732,7160.941620343863,72.14301959416375,West,Standard,Type_B,Mobile,0
27,139635,651,13898.182687072584,55.37077850887003,North,Standard,Type_C,Desktop,0
30,18398,725,2465.422145636541,34.64504609805955,West,Standard,Type_D,Mobile,0
40,21535,746,1378.5359666515787,97.02400891485028,East,Standard,Type_B,Mobile,0
37,73295,672,1282.7206630331855,94.35843407269137,East,Premium,Type_A,Mobile,0
40,16676,664,3383.5908360581957,65.1325318300989,North,Premium,Type_D,Tablet,0
36,46517,659,936.9943372840702,212.5146003480303,East,Standard,Type_C,Desktop,0
44,26818,645,5587.807949846088,57.67889159702172,South,Standard,Type_B,Mobile,1
44,16186,678,2297.1178399155106,75.89638110462133,West,Standard,Type_C,Desktop,0
50,47260,703,1951.2287545621132,22.411371449077265,South,Standard,Type_A,Mobile,0
38,47960,630,3092.8483727967164,133.58862960060338,North,Standard,Type_A,Mobile,0
38,36340,667,3910.848373614466,179.27326278246179,West,Premium,Type_A,Mobile,0
52,102185,707,765.349516892574,19.49116562775883,East,Standard,Type_A,Desktop,0
46,24692,701,6150.957034764812,114.32763251632177,West,Basic,Type_B,Desktop,0
40,56010,566,10725.646544032268,62.27612696897501,South,Standard,Type_A,Tablet,0
21,42773,731,1628.5600932424684,138.99937175190195,East,Standard,Type_C,Mobile,0
18,59027,761,994.6388096705555,99.00884924560064,East,Premium,Type_B,Mobile,1
38,33038,708,11849.554899775003,102.44759946716972,East,Standard,Type_B,Mobile,0
46,63637,787,9964.358619373856,61.32515211260867,North,Basic,Type_A,Tablet,0
26,53170,648,2751.0511166579618,82.55949814199028,North,Basic,Type_A,Desktop,0
30,38703,665,165.82215868748506,198.22226855240143,North,Basic,Type_A,Desktop,0
41,41973,709,3156.0914743940107,71.73153395354755,North,Basic,Type_B,Desktop,0
18,38636,681,1063.988523868765,54.57124897308015,North,Basic,Type_D,Mobile,0
51,30650,689,821.3712283107602,125.33002403783331,East,Standard,Type_D,Tablet,0
39,38339,750,2663.363842140786,87.61165495603709,East,Premium,Type_A,Tablet,1
37,49606,547,556.4555524231619,55.66832306596203,East,Basic,Type_A,Desktop,0
18,35942,663,16839.55424298665,173.56291900043135,South,Basic,Type_A,Mobile,0
22,47799,603,259.7669789640434,39.07322499383145,North,Standard,Type_B,Mobile,0
31,24800,631,2736.591709102385,73.38823225298476,West,Standard,Type_C,Mobile,0
44,28006,820,947.0724098885577,44.668025587153714,North,Standard,Type_D,Mobile,0
18,26162,725,6225.897960391837,272.4022664338347,East,Standard,Type_A,Mobile,0
44,28579,744,437.8162117337513,133.39294066136856,West,Premium,Type_A,Desktop,0
32,75188,690,4220.981597706315,112.46342231319841,East,Premium,Type_A,Desktop,0
33,56089,734,7910.679876872957,46.42435556048813,North,Basic,Type_A,Mobile,0
38,21876,602,15983.625019476258,272.38499045732027,North,Standard,Type_C,Desktop,0
38,48244,748,6395.075661126843,25.344437788328182,North,Standard,Type_B,Mobile,0
28,31306,651,558.9117936494633,72.54639605913694,East,Basic,Type_C,Desktop,0
42,26881,666,494.32656031477654,80.75573488462656,East,Basic,Type_B,Mobile,0
18,17670,720,7014.771217005256,25.881283617708235,East,Premium,Type_A,Mobile,0
31,63774,710,1293.2867918658374,94.92090803262336,North,Premium,Type_A,Mobile,0
37,18832,698,3161.7606255663427,52.58101566342476,West,Standard,Type_A,Tablet,1
32,37362,623,20031.58096323824,218.9449639546137,East,Basic,Type_C,Desktop,0
18,23420,699,9142.830802410883,31.16876680420827,North,Premium,Type_C,Mobile,0
44,57567,744,9998.20313524676,142.58655841307942,South,Standard,Type_C,Mobile,0
22,32239,666,10515.345881514286,96.23366890103748,East,Basic,Type_A,Desktop,0
35,35786,763,5154.070763206481,167.0362054825959,South,Basic,Type_C,Mobile,0
37,36422,648,7265.70537544007,78.4833307833414,North,Standard,Type_A,Tablet,0
36,44961,694,2371.545857657961,42.9720311429419,North,Premium,Type_A,Tablet,0
48,38651,774,34491.03379968941,241.25270077849618,East,Standard,Type_B,Desktop,0
35,37532,658,1749.2236813021773,238.78746686768895,North,Standard,Type_B,Tablet,0
40,29285,749,4755.286273518201,144.9827562215964,North,Standard,Type_C,Mobile,0
35,16868,797,1767.3152884164865,127.55963042092195,West,Standard,Type_B,Mobile,0
42,21405,703,633.9389391096717,110.00008683311091,East,Standard,Type_A,Mobile,1
50,55868,666,4471.3140699773685,132.68978653393924,East,Premium,Type_A,Mobile,0
37,32723,654,2325.056179778037,345.0495049025019,South,Basic,Type_A,Tablet,0
44,27140,762,4667.706756666128,30.60172221472257,East,Standard,Type_A,Mobile,0
51,18424,761,4362.568487073503,89.27259163152267,East,Standard,Type_A,Tablet,0
50,15638,770,4167.716245402877,59.896204228970646,West,Basic,Type_C,Desktop,0
32,26590,692,701.8224012839291,94.94702448632208,North,Standard,Type_A,Mobile,0
47,61041,748,3094.0872464408635,28.665641650834225,North,Basic,Type_C,Mobile,0
38,28699,691,8913.782776643326,40.388651705388945,North,Standard,Type_B,Mobile,1
47,47320,648,2018.9117077939136,37.445682234370295,East,Standard,Type_A,Mobile,0
42,28018,753,3128.981240562569,131.29423706853336,South,Standard,Type_B,Mobile,0
39,53593,779,3631.391144612058,87.22941838508062,North,Standard,Type_C,Mobile,1
40,31947,641,10591.013610031356,20.87778468956455,South,Standard,Type_B,Desktop,0
38,20175,640,5685.071127217851,20.34892768685273,North,Standard,Type_A,Desktop,0
39,33359,696,563.1230916851334,14.03968491975613,South,Premium,Type_D,Mobile,1
34,100038,744,10686.655279089768,75.55599798588564,West,Standard,Type_A,Mobile,0
33,97760,635,9515.648468869509,80.32908396001113,East,Standard,Type_D,Desktop,0
54,49495,706,7471.923596325764,84.03301538909554,North,Standard,Type_A,Mobile,0
41,35738,663,3346.496503796113,49.457197667878845,North,Standard,Type_C,Mobile,0
30,44992,731,7557.017250741999,67.32851219963118,North,Basic,Type_B,Desktop,0
33,45298,652,3474.7214850196942,77.13390519934082,East,Standard,Type_B,Tablet,0
47,37598,734,7115.577823507114,87.47936400540429,South,Basic,Type_A,Tablet,0
28,48330,686,11312.970662912106,109.85267736590315,West,Premium,Type_A,Mobile,1
20,42800,645,11798.456398611883,176.4314368816301,East,Standard,Type_C,Mobile,0
21,32550,697,3233.0481320398735,45.43822167985881,South,Standard,Type_D,Mobile,1
18,20565,593,10460.95304913457,147.88212406503663,East,Basic,Type_B,Tablet,1
22,30191,665,570.5660791216287,53.1506162239279,East,Basic,Type_A,Mobile,1
23,58283,712,572.7153961809721,130.52505400359308,North,Basic,Type_A,Mobile,0
50,37764,601,4238.207274836797,91.02052211978629,South,Premium,Type_B,Tablet,0
35,44908,560,5627.234134238178,342.76485902525815,South,Basic,Type_A,Tablet,0
32,33115,572,885.5852588987052,107.68691384402547,South,Premium,Type_A,Desktop,0
20,22075,763,3408.0002526841436,155.53822122923663,North,Premium,Type_B,Mobile,0
34,33892,690,528.620526300766,4.567262146141612,North,Premium,Type_B,Mobile,0
18,22507,666,4914.950766109959,164.25584842881815,North,Standard,Type_A,Desktop,0
32,21769,743,10302.241473480854,47.56637782426136,North,Basic,Type_A,Desktop,0
57,72053,673,7136.180104558057,81.875810435394,West,Premium,Type_C,Mobile,0
43,30827,708,2534.848159691243,65.81796895685363,East,Premium,Type_A,Mobile,0
33,26064,695,27105.098371948145,34.06393019874251,East,Standard,Type_C,Tablet,0
43,89365,669,5799.890235040953,250.64141866881513,East,Basic,Type_A,Desktop,0
30,58756,709,9006.630641415435,186.23520648917403,East,Standard,Type_A,Desktop,1
27,31620,734,5907.978861386155,40.43580829823979,West,Standard,Type_C,Mobile,1
54,47996,684,24258.343227256883,37.586419168095595,South,Standard,Type_B,Desktop,0
24,33942,670,9186.033964645305,127.7310200428782,East,Basic,Type_A,Tablet,0
32,26737,676,3908.0974243971286,161.81299186721662,South,Basic,Type_B,Mobile,1
39,49190,574,2437.8379245666047,87.97305402964143,West,Standard,Type_A,Desktop,0
26,32409,709,6113.018127383333,49.82725567303852,West,Standard,Type_B,Mobile,0
42,39933,631,4758.076068084138,76.34940943457484,West,Basic,Type_A,Mobile,0
32,65442,727,5293.32614640614,17.482001940674447,North,Basic,Type_C,Desktop,0
43,61784,689,2240.4755720831654,24.21245747785876,North,Premium,Type_B,Desktop,0
42,28804,699,2986.0829956306197,171.3139805981172,North,Standard,Type_B,Desktop,0
33,49482,731,4355.540885363804,57.30773289962792,South,Basic,Type_C,Mobile,0
54,21302,646,9749.934535789713,82.26142535160086,South,Standard,Type_B,Mobile,0
29,48570,713,7676.324791678544,107.7919687169515,North,Standard,Type_B,Tablet,0
50,41485,708,673.6379570451818,81.73374988159748,East,Standard,Type_B,Mobile,0
48,46791,684,1502.7834949696344,110.726390413562,North,Standard,Type_A,Desktop,0
54,32866,645,144.10392382652716,167.36033503737906,West,Standard,Type_C,Mobile,0
37,113994,725,42.626253080479344,47.874686883348296,North,Basic,Type_C,Tablet,0
27,23977,731,1355.1292163115177,173.5760641757318,South,Standard,Type_A,Tablet,0
58,63762,700,8565.591484599156,107.47595586752404,East,Basic,Type_C,Mobile,0
32,22399,638,12539.87028897006,132.20366468162524,East,Basic,Type_B,Desktop,0
27,49957,666,2651.730626287308,165.81679130895887,North,Standard,Type_B,Mobile,0
34,51857,691,4417.4754221856265,96.82914868679511,West,Basic,Type_A,Mobile,0
25,39508,730,6529.890377956318,396.76880489968613,East,Standard,Type_A,Mobile,0
41,29640,611,16300.062714641188,32.727029074987186,West,Standard,Type_B,Desktop,0
29,41326,665,13019.032436585216,168.56646417015395,West,Standard,Type_A,Mobile,0
53,48506,669,108.9925999428366,149.20135080885711,East,Standard,Type_A,Mobile,0
42,18032,728,15284.585694012882,111.60727405400281,North,Basic,Type_A,Mobile,0
44,38587,755,2053.238269193949,183.579175982334,West,Standard,Type_A,Mobile,0
42,71107,777,4555.561977895521,109.47594352712167,West,Basic,Type_C,Desktop,0
20,22068,730,2169.3571216305018,110.29211022908392,South,Standard,Type_C,Tablet,0
23,40950,826,1598.618381739444,50.38089078087323,East,Standard,Type_A,Desktop,0
31,14785,657,936.727396839208,75.07620026960775,West,Basic,Type_C,Desktop,0
44,19937,643,2188.4708814233436,93.81693572685056,South,Premium,Type_B,Mobile,0
21,62996,768,5415.070452387756,155.0072473740087,West,Premium,Type_D,Mobile,0
35,34293,695,20185.306322445394,66.44762756134737,East,Standard,Type_A,Mobile,0
35,109439,613,4627.704043375727,301.5115541503248,South,Standard,Type_C,Tablet,1
46,51356,671,4311.218306104375,107.66044738517927,East,Standard,Type_A,Mobile,0
44,54175,702,203.43204368865057,34.85045190239667,South,Premium,Type_B,Tablet,0
25,22584,653,10388.13618500855,86.28769991630185,North,Premium,Type_A,Mobile,0
53,32907,633,259.97449928736324,170.6566729457585,East,Standard,Type_C,Desktop,1
24,27234,677,13412.629149390074,87.91576769251095,South,Standard,Type_C,Tablet,0
49,22720,630,4383.990582441041,49.92869851929876,East,Standard,Type_B,Mobile,0
31,58253,723,1045.4083081194628,78.08590614272927,North,Standard,Type_C,Desktop,0
39,64977,583,3405.361677290661,65.50810194235825,South,Standard,Type_B,Mobile,0
39,50428,693,30006.237091287596,152.4149235119005,East,Standard,Type_C,Mobile,0
39,25855,717,2062.455028554449,63.84487297605454,West,Basic,Type_A,Mobile,1
44,48590,683,1779.1688608970542,20.2510735850643,West,Premium,Type_B,Desktop,0
41,14325,748,711.5628047429491,60.35846247990931,West,Premium,Type_A,Mobile,1
45,83401,614,5151.974679356459,207.5984713878693,North,Basic,Type_B,Mobile,0
42,20017,650,529.615667702508,147.48091671095824,West,Standard,Type_C,Tablet,1
23,22050,670,8230.655541209955,25.20923310214409,North,Standard,Type_C,Mobile,0
40,43212,727,14257.726456927248,196.04644175570752,North,Standard,Type_C,Mobile,0
30,45354,700,15222.672352465115,232.47489624797365,North,Standard,Type_A,Tablet,0
24,39007,805,647.1064954363118,158.56203435923868,West,Standard,Type_B,Mobile,0
34,22174,645,4629.891548996349,53.2618460378545,North,Basic,Type_B,Mobile,0
39,75218,612,578.8748678828075,209.41070898808672,North,Standard,Type_D,Desktop,0
39,16207,786,4809.128854539318,93.07903178713242,North,Standard,Type_A,Mobile,0
48,18097,610,9561.335582716665,64.2024127509544,South,Basic,Type_B,Mobile,0
51,38286,726,4373.172348910759,93.2694567107497,West,Standard,Type_C,Mobile,0
40,20390,635,11651.491846455909,139.26486590775423,South,Standard,Type_D,Desktop,1
42,78965,576,9167.787918546936,158.33570819157427,South,Standard,Type_B,Mobile,0
38,21367,668,1834.4221902227362,120.28052003341274,North,Standard,Type_A,Mobile,0
45,94733,737,5635.662926772168,102.83492343077114,North,Basic,Type_B,Mobile,0
42,71301,622,42.15848577868901,50.0129639613042,North,Premium,Type_A,Mobile,1
36,79501,720,2857.4193905314337,147.70667446480167,South,Basic,Type_B,Desktop,0
61,113383,730,1539.9532246721535,122.47178839051175,East,Standard,Type_D,Mobile,0
31,42418,619,15676.657785461639,155.70918003907636,North,Basic,Type_A,Desktop,0
53,23379,676,2945.8047013476785,98.31260210122043,West,Premium,Type_B,Mobile,0
22,38369,774,6015.182139936602,167.07124598953754,West,Basic,Type_D,Mobile,0
46,29809,724,7461.298179369496,154.78741470805352,North,Premium,Type_A,Mobile,0
53,27584,674,8407.871298475711,79.95803811427496,North,Standard,Type_B,Mobile,0
18,44057,711,7542.078292571589,104.71574516955091,East,Standard,Type_C,Mobile,0
38,34248,651,1934.118500038707,177.1985318913667,North,Standard,Type_D,Desktop,1
45,26945,749,6565.274828981916,185.42447811915878,South,Standard,Type_B,Desktop,0
40,35507,749,4512.4174664763095,228.04439365456662,South,Premium,Type_A,Mobile,0
41,54720,695,5155.215271286635,63.60670108610242,West,Standard,Type_A,Desktop,0
38,68311,701,4.618045975185487,83.17267532586494,East,Standard,Type_B,Tablet,0
25,16956,634,1692.9351807324927,284.83520948401195,North,Standard,Type_A,Mobile,0
63,34407,615,15124.759148349793,370.0408990396669,North,Basic,Type_A,Mobile,0
31,37577,668,1941.3856875543881,130.84538811352851,North,Premium,Type_C,Desktop,0
42,21317,684,3265.5926117432487,103.54377626231651,North,Standard,Type_C,Mobile,0
30,38022,746,1170.8650488029916,368.91215577063076,South,Standard,Type_C,Desktop,0
18,43988,739,845.4625236176378,302.70457351766794,West,Standard,Type_A,Tablet,0
26,53830,698,1326.2204416284922,178.53642257911667,North,Basic,Type_A,Mobile,0
21,42324,753,4570.993416239488,99.34133315408272,South,Standard,Type_C,Desktop,0
49,25121,637,14244.072810578871,137.78942481003014,North,Premium,Type_C,Mobile,1
30,121364,747,2237.3174749754885,27.910176114973684,North,Premium,Type_C,Mobile,0
31,63737,645,2213.891730066183,198.88489538077891,West,Standard,Type_D,Mobile,0
25,54832,756,4705.801362838398,66.94690241638945,North,Standard,Type_C,Mobile,1
38,70135,688,2500.1928716962416,274.69959761328704,North,Premium,Type_B,Mobile,1
29,46364,580,13671.281464706175,20.85434606650069,North,Premium,Type_A,Mobile,0
48,81750,728,2689.235165998328,69.24193529724057,South,Standard,Type_B,Desktop,0
40,41859,732,3820.5351838573242,119.05217558958017,West,Standard,Type_B,Mobile,1
30,40621,664,4319.473069590191,114.6174374160321,North,Premium,Type_A,Mobile,0
46,57351,668,8633.5704245802,61.900832659123544,South,Standard,Type_C,Mobile,0
37,95736,680,4702.751500477347,118.16126213693487,North,Basic,Type_A,Mobile,0
37,92442,584,1548.8459328825002,98.00272508093933,East,Basic,Type_C,Mobile,0
20,56043,560,750.1226417859965,118.65162624915509,East,Basic,Type_A,Desktop,0
36,53764,759,15736.2831591044,76.78197929885637,East,Basic,Type_B,Mobile,1
40,59282,644,9164.60696788392,222.23019766980784,South,Premium,Type_C,Desktop,1
52,69405,789,131.65377355066394,139.7559092141028,West,Premium,Type_A,Mobile,1
28,82305,763,9765.531385955384,79.74667344035223,South,Standard,Type_B,Desktop,0
62,35678,774,5060.657563927211,166.11905518176593,South,Standard,Type_A,Mobile,0
43,83176,653,4146.119502304097,68.71646844139612,East,Basic,Type_D,Mobile,0
20,48915,601,69.72590072513702,70.18196837618584,South,Premium,Type_C,Desktop,0
27,57844,629,8602.356969662362,24.524343360545974,North,Standard,Type_D,Mobile,0
53,86120,664,1250.790524061668,146.11221931632014,North,Standard,Type_D,Desktop,1
51,60952,559,7377.343493614031,124.84797053258414,North,Standard,Type_C,Desktop,0
37,66824,663,90.64114365759224,55.69755837948196,South,Standard,Type_A,Mobile,0
38,32829,677,9017.76540912455,54.41549804727355,East,Premium,Type_A,Tablet,1
24,91753,618,132.08447643274783,148.0164289173241,North,Basic,Type_B,Desktop,0
51,59270,632,1524.6014897697387,82.24051029409783,East,Standard,Type_B,Mobile,0
26,43466,676,1770.0111510287559,148.2062749155917,West,Standard,Type_C,Mobile,1
46,73908,708,971.2205952731697,26.16935768317469,North,Premium,Type_A,Desktop,0
52,166049,640,3717.1266898394074,41.0002006669255,North,Standard,Type_A,Mobile,1
37,21476,704,1890.6232460862184,207.25780040571982,West,Standard,Type_B,Mobile,0
47,26200,696,28355.17659651844,130.70910892576288,East,Premium,Type_A,Desktop,1
57,175099,691,4915.4155240731425,176.31626192546523,North,Standard,Type_C,Desktop,0
40,51196,653,4736.269874490321,82.39789412406749,South,Premium,Type_B,Desktop,0
35,45027,616,1414.2690527758334,60.49673712864582,East,Standard,Type_C,Desktop,0
36,38112,781,2977.3455193912323,197.68675175895856,South,Standard,Type_A,Mobile,0
28,78357,723,750.0630506833792,4.898329654251754,East,Basic,Type_D,Mobile,0
28,168180,743,8147.028039291536,106.6606978356655,South,Premium,Type_A,Desktop,1
42,28252,684,2279.185938659486,169.99956835258965,East,Premium,Type_A,Mobile,0
35,38498,679,7900.403051140116,81.8380692831375,North,Basic,Type_C,Desktop,1
65,61697,688,6268.953298530241,221.88310377902,South,Standard,Type_B,Mobile,0
54,55501,767,4106.686882939826,111.63648949174133,South,Standard,Type_D,Desktop,1
18,98547,712,3616.7679140244463,109.065338320518,North,Premium,Type_D,Desktop,1
36,43012,675,11302.369030604284,97.53391650867513,North,Basic,Type_C,Desktop,1
32,24419,566,2094.8297675399176,84.90914358507561,East,Premium,Type_B,Desktop,0
28,43182,680,223.90150668326498,267.16176757085424,West,Standard,Type_D,Mobile,0
20,66351,727,12710.72322504388,78.3179560617292,West,Basic,Type_B,Desktop,0
35,12893,737,10458.63713402995,225.7586588729202,East,Standard,Type_A,Desktop,1
46,42751,757,2739.5444689131496,349.5714360741427,West,Standard,Type_B,Mobile,0
36,62585,645,1230.7251805627307,45.03723858826163,North,Premium,Type_B,Tablet,0
47,49006,660,6753.440548724524,32.54482312225659,East,Premium,Type_D,Desktop,0
39,35017,676,492.21402747235277,14.785842326760807,North,Standard,Type_C,Mobile,0
51,21701,723,3307.33162360353,223.637132987343,East,Standard,Type_D,Desktop,0
32,42612,668,538.6445159016772,227.5114320347786,West,Standard,Type_C,Desktop,1
18,21437,713,5466.4711641889735,47.34092390607837,West,Basic,Type_A,Mobile,0
19,62823,661,165.5123161963882,187.4043851182222,South,Standard,Type_C,Desktop,0
32,44416,643,5953.175668834461,60.007343089262086,East,Standard,Type_A,Desktop,1
28,100089,746,6710.543821624998,114.59581951172899,West,Standard,Type_B,Desktop,0
31,14182,701,4006.566602551778,214.16046777465044,North,Standard,Type_C,Mobile,0
51,35384,725,1154.2846601041458,146.99856133659358,East,Standard,Type_B,Mobile,0
20,65006,671,641.4632221043986,55.23525826833859,North,Standard,Type_C,Mobile,0
55,81975,728,2255.0797228122437,119.88979010094445,West,Basic,Type_A,Desktop,0
28,66515,623,3755.249542410834,83.75535087003355,North,Standard,Type_C,Desktop,0
23,24998,632,6166.826115441298,185.9046339511612,North,Standard,Type_A,Mobile,1
36,32662,736,7.5054574785481405,144.1314349376113,East,Standard,Type_B,Mobile,1
55,12085,679,7449.29873494217,143.32002911489133,North,Premium,Type_B,Mobile,0
30,44020,669,7483.619074773538,52.44816531772823,North,Basic,Type_B,Desktop,0
31,82938,631,3527.728384265314,51.10613368433841,South,Standard,Type_A,Desktop,0
32,43072,728,2524.1405449157437,125.68339364855912,West,Standard,Type_B,Mobile,0
51,59483,789,11082.690578294729,202.71950329261284,North,Basic,Type_C,Mobile,0
33,58592,717,9211.202405752818,302.02126970262225,West,Basic,Type_B,Mobile,0
43,35850,657,24545.494550147032,22.239523067410296,East,Standard,Type_B,Mobile,0
39,10814,761,2790.62961601384,115.40214408477702,South,Basic,Type_B,Desktop,0
37,91721,703,14240.144736123168,214.9884195002868,East,Premium,Type_D,Mobile,0
32,54801,658,548.7580619790375,174.40209889492994,North,Standard,Type_D,Mobile,1
61,21118,755,3180.7241551095135,140.2624358995027,South,Premium,Type_B,Desktop,1
70,52935,673,3757.128384493597,212.68530600820858,North,Premium,Type_B,Tablet,0
