age,income,credit_score,account_balance,transaction_amount,region,customer_segment,product_type,device,churn
39,47004,742,8403.435044234018,128.58121386042433,South,Basic,Type_C,Mobile,0
36,39306,742,6114.24416023853,148.60666260039235,North,Standard,Type_A,Desktop,0
58,42369,717,5012.794507030296,205.527393229624,South,Premium,Type_B,Mobile,0
27,35945,794,1173.5351596761984,391.45926184312316,East,Basic,Type_B,Tablet,1
57,40533,757,1371.5004364812721,91.55320089723071,South,Standard,Type_B,Mobile,1
38,177003,676,266.7831623787096,25.371229306373007,North,Basic,Type_B,Desktop,0
18,47638,677,1514.5608112320824,120.83790741271481,South,Basic,Type_C,Mobile,0
36,57234,661,2330.886465310013,52.74304158732696,North,Basic,Type_B,Mobile,0
48,51067,740,9848.475605737149,37.37388871893615,East,Premium,Type_A,Mobile,0
33,34733,654,2509.7922550294084,67.02372971445122,East,Premium,Type_B,Desktop,0
21,81772,769,7727.24983234125,90.28322489755546,West,Basic,Type_C,Desktop,0
36,34195,782,3183.5268553022524,207.93931736979155,North,Basic,Type_D,Mobile,0
28,71702,661,8450.777148019104,291.8843149895548,South,Standard,Type_B,Desktop,0
43,33395,699,20575.954599344343,41.76883966979962,South,Standard,Type_B,Mobile,0
46,23671,710,1508.2561515443708,70.81811776515349,West,Premium,Type_B,Tablet,0
26,49068,758,10906.390615055292,144.1205094045114,East,Basic,Type_C,Tablet,1
30,21860,798,5348.176963111673,157.77892732253562,North,Premium,Type_D,Tablet,0
46,53884,617,9349.331239392835,45.939690011415,South,Premium,Type_C,Mobile,1
28,20810,692,5798.999638345852,179.56713431232083,East,Standard,Type_B,Mobile,0
26,33676,695,3033.5797863022685,55.55762487614187,East,Premium,Type_A,Tablet,0
25,18261,632,1423.7729301670884,44.38930592488286,West,Basic,Type_C,Mobile,0
41,189717,683,399.34713638794256,139.9914141366711,North,Premium,Type_C,Mobile,0
41,16160,733,4217.582916170362,211.6075450643084,West,Premium,Type_C,Desktop,1
30,40352,694,25510.777467217333,120.81115196579113,North,Standard,Type_A,Mobile,0
38,75268,625,7367.636919913573,107.0853813645313,West,Standard,Type_B,Desktop,0
54,70969,850,2180.8793361358903,91.57345123326881,West,Premium,Type_A,Desktop,0
27,64102,724,9656.065107027478,102.85139202452363,East,Standard,Type_C,Desktop,0
18,33709,716,8058.975691543349,82.54869771009362,East,Standard,Type_A,Mobile,0
43,84381,649,1819.282228201118,142.8090675941348,North,Basic,Type_B,Mobile,0
36,66327,724,79.25955835441522,102.91467856904151,North,Premium,Type_A,Mobile,0
30,45105,700,691.6120057518327,376.4117972237101,North,Basic,Type_A,Mobile,0
45,45812,606,11539.34858630934,124.28481196870835,North,Standard,Type_B,Mobile,1
47,33956,651,9962.303450089063,82.66351154576037,South,Premium,Type_A,Mobile,0
18,24335,753,1924.1968639739746,42.29331148313078,North,Premium,Type_B,Mobile,1
30,79255,816,1846.6035341738152,47.02616317739434,West,Standard,Type_D,Mobile,0
63,82595,730,8659.114541607312,127.90558862797073,South,Premium,Type_D,Desktop,0
44,24679,770,15270.175123897456,64.27836504621729,East,Standard,Type_A,Mobile,0
45,36879,701,8306.176130403373,110.96186093768966,East,Premium,Type_C,Mobile,0
50,37090,705,5116.845763652989,219.6022246900068,North,Standard,Type_A,Desktop,0
38,39420,770,1528.768847349281,35.20294254961042,North,Standard,Type_D,Desktop,0
46,41579,801,4103.0894951946175,86.75660646935202,North,Premium,Type_C,Mobile,0
45,67560,781,1462.6482853596526,9.05600025745834,East,Standard,Type_A,Desktop,0
43,26609,651,9076.756636167205,26.40134616368455,South,Basic,Type_B,Mobile,1
34,25197,706,2691.297692858432,114.01203450000038,North,Premium,Type_A,Mobile,1
39,79232,725,9866.698369389196,29.227563120183316,East,Basic,Type_C,Tablet,0
31,31118,695,2643.490784009139,34.43697368918215,North,Standard,Type_B,Tablet,0
38,20036,731,9559.66295701473,271.03991031485754,East,Basic,Type_B,Desktop,0
25,30735,755,2229.930071198161,59.287361647483095,South,Premium,Type_B,Desktop,0
29,33472,765,3190.3052272680734,44.30386347046782,East,Basic,Type_D,Tablet,0
34,94393,802,5256.797544599066,218.6341026264419,West,Standard,Type_D,Tablet,0
27,66746,691,400.84001685241077,44.00641052050451,East,Standard,Type_B,Mobile,0
32,75443,634,16282.758071217779,122.87563285230873,South,Standard,Type_C,Desktop,0
36,63006,729,4688.150367622168,125.34251323553038,North,Premium,Type_C,Mobile,0
42,67537,813,3899.0094307332192,171.85044895922127,East,Basic,Type_C,Mobile,0
48,27489,683,10058.405161461245,38.14219129318158,South,Standard,Type_A,Mobile,0
32,35981,747,11044.805048265018,49.96160310392987,North,Premium,Type_A,Desktop,1
52,23284,748,4062.7921085745,59.86367760259536,East,Premium,Type_A,Desktop,0
48,35747,720,14414.9269770084,51.869828142031494,North,Premium,Type_B,Tablet,0
43,58469,710,368.1057870975374,164.33150931939588,North,Standard,Type_A,Mobile,0
39,43218,659,660.9068746194779,125.48795318336352,West,Standard,Type_B,Mobile,0
41,82562,584,4995.613541702298,138.95663309557298,South,Standard,Type_B,Mobile,0
51,21423,648,2403.8175350087895,25.07773522295128,North,Standard,Type_B,Mobile,1
51,52845,688,3432.227107903711,111.98773282461853,East,Standard,Type_B,Tablet,0
52,20199,770,2186.8815605085424,241.54006168420455,West,Standard,Type_A,Mobile,0
38,42268,704,2853.0277519275332,346.2603801833943,North,Premium,Type_C,Desktop,0
44,60305,681,9512.85225611243,67.94562701396534,East,Standard,Type_D,Mobile,1
52,35668,660,4950.620415203619,174.27706688856807,East,Premium,Type_B,Mobile,0
31,54345,746,32621.274825159973,51.03053746598941,North,Basic,Type_C,Desktop,0
34,23674,784,8502.428702124402,26.034481222274103,South,Basic,Type_A,Mobile,0
38,16074,768,1758.6011558249925,27.618110409428482,North,Basic,Type_C,Mobile,0
47,54522,743,1688.4679909936492,220.79658746842568,East,Standard,Type_A,Mobile,0
48,104736,628,2251.259634721282,71.89613293460289,West,Basic,Type_B,Desktop,0
35,23206,690,10192.399711447155,61.407586589604946,North,Standard,Type_A,Tablet,1
21,78606,817,152.16780281173683,160.49627609146506,East,Standard,Type_B,Desktop,1
40,41104,771,1438.801204264866,33.323631038738434,East,Premium,Type_A,Tablet,0
27,19251,625,12941.610124650771,134.72850136714814,North,Basic,Type_B,Desktop,0
21,21540,706,5617.499862461906,82.46484579729467,East,Basic,Type_A,Tablet,0
24,40484,729,1415.0314384775556,325.47102695485665,North,Premium,Type_C,Desktop,1
41,32130,668,1360.5117080909142,70.358297181487,West,Premium,Type_B,Mobile,0
52,19494,582,10917.448590658725,87.2227686001473,South,Standard,Type_A,Mobile,1
38,15808,715,12331.171268963184,27.241656226000426,East,Basic,Type_A,Desktop,0
40,25192,666,1627.3975146185812,357.58085822050884,East,Basic,Type_C,Mobile,1
51,44649,666,3000.8411978791237,74.11640119486431,South,Standard,Type_B,Mobile,1
21,39993,690,9896.495029782112,279.1678190213518,West,Standard,Type_B,Tablet,1
43,30464,702,8107.36167432445,19.954122707785906,East,Standard,Type_B,Mobile,0
37,44848,709,9248.56716844279,118.02410731490247,West,Basic,Type_A,Tablet,0
44,71112,661,4018.5069557879506,333.6929190441857,South,Basic,Type_A,Desktop,0
32,49849,697,13339.189043077935,59.42750251304932,North,Standard,Type_B,Mobile,0
29,37544,613,2169.4930257624123,112.51909975586389,West,Standard,Type_A,Desktop,0
39,66865,727,937.1970815115016,225.63471345712932,East,Basic,Type_A,Desktop,0
56,23672,552,6784.319383712857,74.89920595521349,East,Standard,Type_A,Mobile,0
47,35464,694,4263.1948146812265,26.38336364039136,West,Basic,Type_A,Desktop,0
32,35932,760,10604.928633936475,66.64753858517517,North,Standard,Type_A,Desktop,0
23,20326,651,465.53351278647904,119.1466035791684,South,Basic,Type_D,Mobile,0
19,31858,749,10207.611921606971,118.19364607273013,North,Basic,Type_B,Mobile,0
52,12820,773,1909.278060012942,154.63730765066444,East,Standard,Type_C,Mobile,0
27,114886,528,5850.859263716562,49.19393109466607,East,Basic,Type_A,Mobile,1
34,23966,701,225.25887345351893,317.14420944414775,West,Premium,Type_A,Mobile,0
52,96024,551,5172.945340928211,50.58385145796232,South,Basic,Type_C,Desktop,0
20,40984,703,6947.978812111175,102.84634107187857,East,Basic,Type_B,Mobile,0
54,54757,709,2530.2950101192982,122.18905304981402,West,Standard,Type_A,Tablet,0
35,30673,573,1334.2718924086937,114.12849215260115,East,Standard,Type_B,Mobile,0
25,44997,815,4242.6521827822025,38.38024855468003,North,Standard,Type_B,Mobile,1
35,57398,725,9849.975637118974,229.16188995989305,East,Basic,Type_C,Desktop,0
30,57843,663,2149.910612821663,64.1615501026325,West,Basic,Type_A,Tablet,0
42,61458,790,1600.389455558647,129.76785797215862,West,Standard,Type_B,Mobile,0
30,32774,611,1798.6453167387326,111.774858542296,East,Basic,Type_C,Mobile,0
18,30816,642,16381.883336361063,111.43819359804327,West,Standard,Type_D,Tablet,1
35,16700,583,2448.368567017097,24.23170492047035,North,Premium,Type_C,Mobile,0
23,53517,809,19.85912945608684,59.93915488068529,North,Standard,Type_A,Mobile,1
40,72788,728,8369.894145661028,128.90917518489235,West,Standard,Type_C,Mobile,0
24,97615,746,6608.571048923683,25.5722160218746,North,Premium,Type_C,Desktop,1
32,47469,726,756.8976090453838,82.20749274128845,North,Standard,Type_C,Mobile,0
40,26329,741,23063.38085933558,104.83465806299195,South,Standard,Type_C,Desktop,0
35,15781,714,5151.587885953671,149.5272239992713,South,Basic,Type_D,Desktop,0
40,71176,724,3820.890584048316,103.26696675375022,East,Premium,Type_A,Tablet,0
45,14943,715,2648.9192755319164,84.24496535437143,North,Standard,Type_A,Mobile,0
25,33278,676,12591.69975716635,115.51601884265011,West,Standard,Type_C,Mobile,0
37,35476,707,1538.1607943204397,80.42166884971783,West,Basic,Type_A,Mobile,0
18,38630,725,1851.0178491877264,47.73119541486469,South,Basic,Type_A,Mobile,0
40,40932,716,718.1717620328121,66.07969681196272,South,Basic,Type_B,Desktop,0
34,43303,628,7828.989521010761,127.7825207696941,East,Basic,Type_C,Desktop,0
27,10631,636,4978.739591803455,84.79611885788972,East,Standard,Type_A,Desktop,0
41,40459,769,5165.693302813135,423.24793768007913,South,Standard,Type_B,Desktop,0
50,11774,693,1355.7626150687831,36.89109517452239,South,Basic,Type_A,Tablet,0
32,60037,742,5792.412799531105,125.02759213905266,North,Basic,Type_A,Mobile,1
27,29574,649,7975.673802535238,138.97359258786284,North,Standard,Type_A,Tablet,0
39,12254,628,2436.4634921586694,101.49041103128442,South,Basic,Type_A,Mobile,1
23,25647,663,8889.080307728978,76.53698032341033,East,Basic,Type_C,Desktop,0
30,29332,697,2359.082065440513,95.49796743931404,East,Basic,Type_C,Mobile,0
51,77256,673,7806.64429361101,95.96629538071898,East,Basic,Type_C,Desktop,0
38,44718,781,188.71650559598538,258.686771912376,South,Standard,Type_A,Mobile,0
18,48506,719,4406.044797892161,18.12061116836853,East,Standard,Type_B,Desktop,0
18,76854,811,19199.948984825365,46.7616940810021,North,Premium,Type_A,Tablet,0
39,38067,732,21869.504824273976,116.0604493483291,South,Premium,Type_A,Desktop,0
47,60767,577,1820.1764398646196,192.53207932444988,East,Basic,Type_B,Desktop,1
20,58461,768,3202.7599908355924,49.27181818916923,East,Standard,Type_C,Mobile,1
42,19780,626,357.76630798035416,39.126486887843,South,Standard,Type_A,Mobile,0
52,90232,722,11364.425994265883,87.30476142247873,East,Standard,Type_A,Tablet,0
58,18376,667,4623.602484237098,47.0460232664567,West,Basic,Type_D,Desktop,0
41,66473,827,2674.6320159414854,87.78498909260797,South,Premium,Type_B,Desktop,0
43,17424,789,658.0841231021874,47.828001251285265,East,Standard,Type_D,Mobile,0
18,55864,669,16131.951755480766,151.1635480274864,West,Standard,Type_D,Mobile,0
61,111753,702,4155.188136610383,48.9658996768716,East,Standard,Type_B,Mobile,1
31,35698,723,1829.1840936375495,21.72586043076209,South,Basic,Type_A,Mobile,0
27,34856,757,2371.126671694091,151.5258572613826,North,Basic,Type_C,Mobile,0
35,56147,711,1736.1643394828438,96.9550396040362,South,Standard,Type_A,Mobile,1
54,33484,653,5064.540363554919,70.36942814649105,South,Basic,Type_A,Mobile,0
62,109103,670,14623.069044502017,71.92553087962072,East,Standard,Type_C,Desktop,0
39,44609,709,10685.244363316328,105.00228754602959,South,Basic,Type_B,Mobile,1
48,33654,777,3392.9044222993907,39.226673572693336,West,Premium,Type_A,Desktop,0
38,29817,733,9633.657022569052,29.24266219919532,North,Basic,Type_B,Tablet,0
26,24025,667,3025.52711462899,48.8530513962225,East,Standard,Type_C,Mobile,0
54,28416,745,1599.1965072653509,76.7414831140242,South,Premium,Type_A,Tablet,0
31,33094,688,22545.94956156481,45.64535958819791,South,Standard,Type_A,Tablet,1
54,30693,758,1992.3425028217393,257.72019452541565,East,Standard,Type_A,Mobile,0
52,27945,848,2151.3488908887957,48.87413864745873,North,Basic,Type_A,Mobile,0
44,127307,690,25162.055465071364,99.66702928981503,North,Premium,Type_C,Mobile,0
58,22775,754,790.8265628333514,133.34258717396688,South,Standard,Type_C,Desktop,1
62,43505,669,7861.390815077177,208.61823346730534,South,Basic,Type_B,Mobile,0
36,55597,703,15102.729500629284,283.7015984951962,East,Standard,Type_A,Mobile,0
29,56758,711,3943.609272051515,354.1748120967263,West,Basic,Type_A,Desktop,1
18,38861,699,13.887206847386606,202.08487505394064,North,Premium,Type_A,Mobile,1
62,35158,845,2585.5386935082543,182.11875188517968,South,Standard,Type_A,Tablet,0
33,51449,693,650.6405664404936,41.49824259781117,East,Basic,Type_A,Mobile,0
50,46471,742,2959.9662675495456,138.68995751411458,West,Standard,Type_B,Tablet,0
29,34806,603,8584.26356027464,79.94550398317591,West,Standard,Type_A,Mobile,0
54,16999,733,3176.3618286866767,80.5711535358501,East,Basic,Type_C,Mobile,0
30,31027,772,3110.2612218330432,70.70078773808599,South,Standard,Type_C,Mobile,0
24,21362,680,4475.407202292283,40.70551232792459,North,Basic,Type_B,Tablet,0
35,27807,571,4793.436408280012,62.211720204287076,South,Basic,Type_A,Mobile,0
32,40874,707,10670.009896547659,46.748153363173216,South,Premium,Type_C,Desktop,1
44,48888,710,2027.757027049625,18.131343322314287,East,Basic,Type_D,Tablet,0
37,106857,749,9482.696314242152,229.48807498003478,East,Premium,Type_A,Desktop,0
44,29864,820,4590.069570617748,98.222631707959,East,Standard,Type_C,Mobile,1
34,61453,689,1965.8745140367885,101.11324763071586,South,Basic,Type_C,Tablet,0
30,47490,662,1923.5495288800005,91.85013286118671,East,Basic,Type_B,Tablet,0
31,81862,645,2464.3632997671502,191.79331686752914,North,Basic,Type_A,Mobile,0
60,55101,720,5360.832082865393,107.81286634949898,North,Basic,Type_B,Desktop,0
40,23048,736,1443.3073421899267,234.25638545768038,North,Standard,Type_B,Tablet,0
18,15557,679,13914.487850460631,148.1919458969793,West,Standard,Type_B,Tablet,0
32,47628,752,4705.032458062969,54.01375686144074,North,Standard,Type_D,Mobile,0
39,30011,735,13892.592319139998,211.8076182812302,East,Standard,Type_C,Desktop,0
58,23407,712,261.3355433654232,121.60403232307691,North,Standard,Type_A,Mobile,0
49,19986,660,2307.1395270534067,90.32573709694636,South,Basic,Type_B,Mobile,0
27,43850,683,126.89478480705672,177.4600812205721,West,Standard,Type_B,Mobile,0
64,91971,576,1747.901047653503,98.99831934510016,South,Basic,Type_A,Mobile,0
37,32055,722,10893.01672481996,156.85356758504216,North,Basic,Type_A,Desktop,1
51,55528,711,205.13168383561168,35.375565075115595,North,Premium,Type_D,Mobile,0
25,37939,720,3151.2903232568556,100.57865093251695,West,Standard,Type_B,Mobile,0
18,19748,737,687.8987147950927,56.990087359328186,South,Standard,Type_A,Mobile,0
